original_name,updated_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,min_maturity_primary_score,avg_maturity_primary_score,bin_maturity_primary_score,min_maturity_secondary_score,avg_maturity_secondary_score,score_GM
Solanum sturtianum,Solanum sturtianum,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Stackhousia pulvinaris,Stackhousia pulvinaris,TRUE,FALSE,1,NA,1--5,NA,NA,0.2,1,0.2,NA,0.2,NA,NA,0.2990697562
Stemodia florulenta,Stemodia florulenta,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Stipa setacea,Austrostipa setacea,TRUE,NA,1,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Stylidium,Stylidium,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Stylidium armeria,Stylidium armeria,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Stylidium bulbiferum,Stylidium bulbiferum,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Stylidium graminifolium,Stylidium graminifolium,TRUE,TRUE,1,NA,1--5,0.5813953488,NA,0.2,0.2,0.2,NA,0.2,0.2,NA,0.2
Stypandra glauca,Stypandra glauca,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Styphelia,Styphelia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Swainsona,Swainsona,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Swainsona galegifolia,Swainsona galegifolia,TRUE,NA,2,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Syncarpia glomulifera,Syncarpia glomulifera,TRUE,TRUE,NA,NA,20--,5.03875969,NA,0.2,0.2,NA,NA,1,1,NA,0.4472135955
Synima cordieri,Synima cordierorum,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Syzigium,Syzygium,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Syzigium tierneyanum,Syzygium tierneyanum,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Syzygium,Syzygium,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Syzygium australe,Syzygium australe,TRUE,FALSE,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,0.4472135955
Syzygium oleosum,Syzygium oleosum,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Syzygium paniculatum,Syzygium paniculatum,TRUE,NA,NA,NA,NA,NA,2,0.2,NA,NA,NA,NA,NA,0.2,0.2
Syzygium smithii,Syzygium smithii,TRUE,FALSE,5,NA,5--20,1,NA,0.2,1,0.2,NA,1,0.2,NA,0.3807307877
Syzygium wilsonii subsp. wilsonii,Syzygium wilsonii subsp. wilsonii,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Taraxacum,Taraxacum,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Terminalia catappa,Terminalia catappa,TRUE,NA,NA,NA,6--10,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Terminalia hadleyana,Terminalia hadleyana,TRUE,FALSE,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,0.4472135955
Themeda australis,Themeda triandra,TRUE,TRUE,1,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Thryptomene,Thryptomene,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Thryptomene australis,Thryptomene australis,FALSE,NA,NA,1.916666667,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Thysanotus,Thysanotus,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Toona australis,Toona ciliata,TRUE,FALSE,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,0.4472135955
Trachymene glaucifolia,Trachymene glaucifolia,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Trema tomentosa,Trema tomentosa,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Tribulus occidentalis,Tribulus occidentalis,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Trichodesma zeylanicum,Trichodesma zeylanicum,TRUE,TRUE,NA,NA,1,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Tristania suaveolens,Lophostemon suaveolens,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Tristaniopsis,Tristaniopsis,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Tristaniopsis laurina,Tristaniopsis laurina,TRUE,FALSE,2,NA,5--20,2.015503876,NA,0.2,1,0.2,NA,1,0.2,NA,0.3807307877
Velleia spathulata,Velleia spathulata,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Verticordia acerosa,Verticordia acerosa,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Verticordia picta,Verticordia picta,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Verticordia serrata,Verticordia serrata,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Viminaria juncea,Viminaria juncea,FALSE,TRUE,1.763566,NA,1--5,NA,NA,1,0.2,0.2,NA,0.2,NA,NA,0.2990697562
Wahlenbergia,Wahlenbergia,NA,NA,2,NA,1--5,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,0.2
Wahlenbergia ceracea,Wahlenbergia ceracea,TRUE,TRUE,1,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Wahlenbergia gloriosa,Wahlenbergia gloriosa,TRUE,TRUE,1,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Waterhousea,Syzygium,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Xanthorrhoea,Xanthorrhoea,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Xanthorrhoea australis,Xanthorrhoea australis,TRUE,TRUE,1,NA,5--20,NA,1,0.2,0.2,0.2,NA,1,NA,0.2,0.2759459323
Xanthorrhoea johnsonii,Xanthorrhoea johnsonii,TRUE,FALSE,2,NA,5--20,NA,NA,0.2,1,0.2,NA,1,NA,NA,0.4472135955
Xanthorrhoea minor,Xanthorrhoea minor,TRUE,NA,NA,NA,5--20,0.7364341085,NA,0.2,NA,NA,NA,1,0.2,NA,0.3419951893
Xanthorrhoea preissii,Xanthorrhoea preissii,TRUE,FALSE,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,0.4472135955
Xerochrysum bracteatum,Xerochrysum bracteatum,FALSE,TRUE,NA,0.75,1,NA,NA,1,0.2,NA,0.2,0.2,NA,NA,0.2990697562
Xerochrysum subundulatum,Xerochrysum subundulatum,TRUE,TRUE,NA,NA,0--1,NA,1,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Xyris,Xyris,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Zieria,Zieria,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
